epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,22185,0.83153,0.35691,0.87236,0.98913,0.99266,0.99219,0.68236,1.29037,0.41517,0.98138,0.001189,0.001189,0.001189
180,22308.3,0.84208,0.35913,0.87669,0.98978,0.99352,0.9921,0.68189,1.29017,0.41513,0.98166,0.0011395,0.0011395,0.0011395
181,22431.7,0.82181,0.35319,0.87032,0.98978,0.99363,0.99211,0.68192,1.29162,0.41599,0.98202,0.00109,0.00109,0.00109
182,22554.9,0.81719,0.3488,0.86992,0.98978,0.99336,0.99202,0.68137,1.29159,0.41538,0.98219,0.0010405,0.0010405,0.0010405
183,22678.2,0.82755,0.3559,0.87075,0.98977,0.99302,0.99203,0.68069,1.29275,0.41594,0.98234,0.000991,0.000991,0.000991
184,22801.6,0.82158,0.35206,0.87458,0.98977,0.9931,0.99205,0.68129,1.29306,0.41673,0.98268,0.0009415,0.0009415,0.0009415
185,22924.9,0.81881,0.35252,0.8709,0.98976,0.99297,0.99203,0.68103,1.29327,0.41615,0.98288,0.000892,0.000892,0.000892
186,23048.3,0.82507,0.35162,0.86957,0.98998,0.99299,0.99208,0.68077,1.29335,0.4167,0.98331,0.0008425,0.0008425,0.0008425
187,23171.6,0.80818,0.34639,0.86447,0.98994,0.99294,0.99203,0.68089,1.29381,0.41648,0.98325,0.000793,0.000793,0.000793
188,23295,0.80808,0.34492,0.87123,0.98967,0.9927,0.99207,0.68137,1.29373,0.41643,0.98339,0.0007435,0.0007435,0.0007435
189,23418.3,0.80719,0.34448,0.86958,0.98963,0.99272,0.99211,0.68134,1.29344,0.41676,0.98357,0.000694,0.000694,0.000694
190,23541.6,0.80443,0.34407,0.86894,0.98958,0.99274,0.99207,0.68163,1.29554,0.41702,0.98375,0.0006445,0.0006445,0.0006445
191,23665.5,0.81319,0.32962,0.87128,0.9895,0.99275,0.99205,0.68203,1.29411,0.41615,0.98377,0.000595,0.000595,0.000595
192,23788.6,0.78401,0.32127,0.86708,0.98947,0.99274,0.99203,0.68127,1.29392,0.41655,0.98393,0.0005455,0.0005455,0.0005455
193,23911.6,0.77872,0.31746,0.86159,0.98941,0.99291,0.99197,0.68122,1.29438,0.41682,0.98388,0.000496,0.000496,0.000496
194,24034.7,0.76678,0.31344,0.86353,0.98884,0.99399,0.99194,0.68176,1.2941,0.41641,0.98386,0.0004465,0.0004465,0.0004465
195,24157.8,0.76383,0.31359,0.86443,0.98882,0.99399,0.99189,0.68182,1.29407,0.41679,0.98384,0.000397,0.000397,0.000397
196,24280.9,0.76003,0.31108,0.85999,0.98869,0.99399,0.99188,0.68191,1.29334,0.41667,0.98405,0.0003475,0.0003475,0.0003475
197,24404,0.75296,0.31177,0.86201,0.98862,0.99399,0.99188,0.68214,1.29315,0.41661,0.98402,0.000298,0.000298,0.000298
198,24527,0.75167,0.30883,0.86013,0.98879,0.99424,0.99191,0.68232,1.29277,0.41743,0.98428,0.0002485,0.0002485,0.0002485
199,24650.1,0.74892,0.30748,0.85765,0.98859,0.99398,0.99187,0.68268,1.2922,0.41689,0.98416,0.000199,0.000199,0.000199
200,24773.2,0.74826,0.30823,0.86005,0.98881,0.99412,0.99188,0.68234,1.29183,0.41784,0.98433,0.0001495,0.0001495,0.0001495
