epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,34715.6,0.87177,0.36011,0.88101,0.99349,0.99295,0.9944,0.76735,0.9956,0.36214,0.89445,0.0010405,0.0010405,0.0010405
183,34906.1,0.86398,0.35578,0.87807,0.99349,0.99292,0.9944,0.76775,0.99456,0.36201,0.8942,0.000991,0.000991,0.000991
184,35096.6,0.85937,0.3528,0.87924,0.99349,0.99298,0.99441,0.76777,0.99395,0.36222,0.89404,0.0009415,0.0009415,0.0009415
185,35287.1,0.86074,0.35131,0.87752,0.99349,0.99298,0.9944,0.76794,0.99314,0.36192,0.89388,0.000892,0.000892,0.000892
186,35477.5,0.85067,0.35149,0.87528,0.99349,0.99292,0.9944,0.76806,0.99198,0.36138,0.89365,0.0008425,0.0008425,0.0008425
187,35668,0.85795,0.35218,0.87889,0.99349,0.99288,0.99441,0.76818,0.99118,0.36106,0.89337,0.000793,0.000793,0.000793
188,35858.6,0.85364,0.3504,0.87957,0.9935,0.99279,0.9944,0.76829,0.99061,0.36141,0.89319,0.0007435,0.0007435,0.0007435
189,36049.1,0.85023,0.3487,0.87621,0.9935,0.99285,0.99439,0.76896,0.99061,0.36081,0.89313,0.000694,0.000694,0.000694
190,36239.7,0.84344,0.34627,0.87612,0.9935,0.99288,0.99439,0.76914,0.98976,0.36068,0.89294,0.0006445,0.0006445,0.0006445
191,36430.7,0.84495,0.33027,0.88362,0.9935,0.99285,0.99439,0.77017,0.9891,0.35991,0.89263,0.000595,0.000595,0.000595
192,36620.8,0.8245,0.32186,0.87799,0.99351,0.99279,0.99439,0.77015,0.98738,0.3598,0.89222,0.0005455,0.0005455,0.0005455
193,36810.9,0.81749,0.32001,0.87445,0.9935,0.99285,0.99439,0.77019,0.98653,0.35969,0.89196,0.000496,0.000496,0.000496
194,37001,0.81866,0.31888,0.87585,0.99351,0.99285,0.99438,0.77035,0.98549,0.3596,0.89169,0.0004465,0.0004465,0.0004465
195,37191.1,0.80683,0.31587,0.87264,0.99351,0.99291,0.99438,0.77039,0.98396,0.35943,0.89136,0.000397,0.000397,0.000397
196,37381.2,0.8069,0.31309,0.87295,0.99351,0.993,0.99438,0.77113,0.98259,0.35877,0.89098,0.0003475,0.0003475,0.0003475
197,37571.4,0.79985,0.31382,0.87076,0.99351,0.99307,0.99438,0.77142,0.98125,0.35889,0.89074,0.000298,0.000298,0.000298
198,37761.7,0.79692,0.31207,0.87049,0.99351,0.99324,0.99437,0.77111,0.98005,0.35863,0.89047,0.0002485,0.0002485,0.0002485
199,37951.8,0.79779,0.31194,0.86941,0.99351,0.99324,0.99437,0.77111,0.97899,0.35844,0.89027,0.000199,0.000199,0.000199
200,38141.9,0.79213,0.3099,0.86739,0.99351,0.99324,0.99438,0.77224,0.97759,0.35821,0.89,0.0001495,0.0001495,0.0001495
