Start, 38.42390688, -110.7852678
GNSS 1, 38.42426632, -110.7851849
GNSS 2, 38.42466641, -110.784802
AR 1, 38.42512274, -110.785219
AR 2, 38.42487533, -110.7856899
OBJ 1, 38.42425466, -110.7855771
OBJ 2, 38.42437042, -110.7857335
OBJREC, 
