Start, 43.6693842, -79.2985771
GNSS 1, 43.6693842, -79.2985771
GNSS 2, 43.6693842, -79.2985771
AR 1, 43.6693842, -79.2985771
AR 2, 43.6693842, -79.2985771
OBJ 1, 43.6693842, -79.2985771
OBJ 2, 43.6693842, -79.2985771
OBJ 3, 43.6693842, -79.2985771
