Start,  38.406631603, -110.791781338, false
Toolbox, 38.406733060, -110.791757783, false
Cache, 38.406741707, -110.791709193, false
Wreckage Center, 38.407303392, -110.791564998, true
Work Area 2, 38.408820995, -110.790951020, true
Astro 2, 38.408596610, -110.790690992, false
Sign, 38.409538283, -110.791691827, false
Hidden Obj, 38.409396505, -110.791427680, false
Cone 1, 38.406709370, -110.791550645, false
Cone 2, 38.407675930, -110.791175783, false
