Start, 38.41910142, -110.782723
GNSS 1, 38.41928851, -110.7831721
GNSS 2, 38.41957183, -110.7833951
AR 1, 38.41995429, -110.783921
AR 2, 38.41965712, -110.7843735
AR 3, 38.4197353, -110.7846851
OBJ 1, 38.4191216, -110.7848854
OBJ 2, 38.41836369, -110.7847874
