id,timestamp,lat,lng,label,obstacle_id
4702f979-3da5-4d91-b283-c89201ffb134,2025-11-20T00:30:31,43.65882189,-79.39663231,temporary_obstacle,1
838ed9c1-3713-4a64-82f5-3affeb7015d3,2025-11-20T00:30:32,43.65843768,-79.39671278,temporary_obstacle,1
71012255-da27-4f12-98bc-3471af4d0902,2025-11-20T00:30:33,43.65857739,-79.39580619,temporary_obstacle,1
6d2fc9f9-98a0-4737-af78-14c591f9ba82,2025-11-20T00:30:35,43.65885294,-79.39561844,temporary_obstacle,1
93be4a2a-527e-4997-aaff-13726dbf52b4,2025-11-20T00:31:01,43.65958256,-79.39537704,temporary_obstacle,2
b26826c9-4adb-4bf1-acab-8d5758a01aec,2025-11-20T00:31:03,43.65967958,-79.39616561,temporary_obstacle,2
45a9e00c-cca0-4c30-b49f-73fd10d8b6b9,2025-11-20T00:31:04,43.65949329,-79.39611733,temporary_obstacle,2
89ec304d-e0c9-4114-9782-f0cab055e42c,2025-11-20T00:31:06,43.65947777,-79.39554870,temporary_obstacle,2
16622980-25ba-4791-8fa4-9486121b0b36,2025-11-20T00:31:22,43.65956315,-79.39673424,temporary_obstacle,3
f63ccd97-5f4a-49f9-9261-2447cbf45e7a,2025-11-20T00:31:23,43.65992019,-79.39635336,temporary_obstacle,3
df5b8fde-7f15-4dac-8712-7950019cefa1,2025-11-20T00:31:25,43.66000169,-79.39735651,temporary_obstacle,3
c5753078-e1b2-4664-8f54-5d158cc8139b,2025-11-20T00:31:26,43.65967570,-79.39732969,temporary_obstacle,3
