timestamp,lat,lng,label
2025-10-28T01:13:17,43.65840275,-79.39743161,x
2025-10-28T01:13:19,43.65846484,-79.39721167,y
2025-10-28T01:13:20,43.65851141,-79.39699173,x
2025-10-28T01:13:21,43.65855411,-79.39677715,y
2025-10-28T01:13:23,43.65860068,-79.39653575,x
2025-10-28T01:13:24,43.65864725,-79.39635336,y
2025-10-28T01:13:26,43.65870546,-79.39609587,x
2025-10-28T01:13:29,43.65888011,-79.39620316,y
2025-10-28T01:13:33,43.65900818,-79.39631045,x
