epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,3585.71,1.11858,0.69256,1.00598,0.96175,0.94415,0.97177,0.64371,1.36756,0.66986,0.99407,0.009175,0.009175,0.009175
27,3723.02,1.12749,0.68937,1.00749,0.96465,0.93743,0.97587,0.65215,1.37995,0.64009,0.99971,0.009142,0.009142,0.009142
28,3860.15,1.10502,0.68662,0.99864,0.95735,0.94835,0.96794,0.6437,1.36579,0.69704,0.9879,0.009109,0.009109,0.009109
29,3997.23,1.10195,0.67716,1.00054,0.97186,0.94755,0.97602,0.64707,1.39406,0.64537,0.99572,0.009076,0.009076,0.009076
30,4134.4,1.1071,0.67133,0.99691,0.97112,0.94474,0.977,0.66982,1.34906,0.58636,0.98559,0.009043,0.009043,0.009043
31,4271.58,1.11342,0.67113,1.00835,0.96311,0.95444,0.97559,0.64967,1.37877,0.64779,0.99782,0.00901,0.00901,0.00901
32,4408.76,1.08224,0.65689,0.9942,0.96769,0.95212,0.96965,0.65297,1.37493,0.60324,0.99758,0.008977,0.008977,0.008977
33,4545.84,1.07307,0.64377,0.98826,0.96214,0.95673,0.97641,0.63994,1.39368,0.62747,0.99991,0.008944,0.008944,0.008944
34,4682.96,1.08094,0.63736,0.99001,0.96876,0.95075,0.97093,0.65091,1.36764,0.61072,0.98982,0.008911,0.008911,0.008911
35,4820.08,1.05193,0.62876,0.98186,0.96793,0.9439,0.97447,0.66774,1.36941,0.6144,0.99403,0.008878,0.008878,0.008878
36,4957.07,1.06894,0.64237,0.99164,0.97131,0.94791,0.97676,0.66651,1.34437,0.57322,0.98943,0.008845,0.008845,0.008845
37,5094.14,1.05591,0.63022,0.98621,0.96823,0.95652,0.9782,0.66928,1.34329,0.65376,0.98034,0.008812,0.008812,0.008812
38,5231.27,1.04673,0.62752,0.98536,0.96491,0.94745,0.97656,0.6591,1.39664,0.59813,1.00083,0.008779,0.008779,0.008779
39,5368.42,1.03874,0.61871,0.97988,0.97639,0.9535,0.97731,0.65585,1.37441,0.61394,0.99539,0.008746,0.008746,0.008746
40,5505.7,1.03758,0.61796,0.97628,0.97058,0.95226,0.97686,0.65843,1.36248,0.66614,0.99012,0.008713,0.008713,0.008713
41,5642.86,1.03708,0.607,0.97798,0.97537,0.9616,0.98013,0.67232,1.36977,0.57345,0.99237,0.00868,0.00868,0.00868
42,5779.97,1.02731,0.60575,0.97668,0.97755,0.95917,0.97729,0.66516,1.37255,0.59071,0.98877,0.008647,0.008647,0.008647
43,5917.07,1.03613,0.60578,0.97796,0.97249,0.95696,0.97734,0.67162,1.35814,0.55158,0.98723,0.008614,0.008614,0.008614
44,6054.24,1.03025,0.59751,0.97016,0.97379,0.96278,0.98014,0.67797,1.33013,0.57034,0.98197,0.008581,0.008581,0.008581
45,6191.54,1.0312,0.59676,0.97393,0.97478,0.96264,0.9784,0.67482,1.36352,0.54486,0.98906,0.008548,0.008548,0.008548
46,6328.7,1.01404,0.58535,0.96327,0.98065,0.96054,0.97837,0.67161,1.34388,0.54231,0.98297,0.008515,0.008515,0.008515
47,6465.77,1.01133,0.57655,0.96667,0.96942,0.96383,0.97717,0.67226,1.33526,0.55351,0.97781,0.008482,0.008482,0.008482
48,6602.9,1.01723,0.59599,0.96828,0.9742,0.9637,0.9791,0.67747,1.3344,0.5505,0.98274,0.008449,0.008449,0.008449
49,6740.03,1.00689,0.58631,0.96378,0.97997,0.96244,0.9815,0.68411,1.32058,0.54073,0.97496,0.008416,0.008416,0.008416
50,6877.3,0.99935,0.58299,0.97003,0.96813,0.96478,0.97958,0.67751,1.34049,0.55489,0.98191,0.008383,0.008383,0.008383
51,7014.48,0.99982,0.56811,0.95998,0.97537,0.96223,0.98105,0.67914,1.34815,0.55749,0.97826,0.00835,0.00835,0.00835
52,7151.56,0.99029,0.5622,0.96074,0.9764,0.96524,0.97809,0.67732,1.34418,0.53785,0.98167,0.008317,0.008317,0.008317
53,7288.67,0.99597,0.56713,0.96097,0.97618,0.96466,0.9782,0.67247,1.36186,0.54327,0.98745,0.008284,0.008284,0.008284
54,7425.83,0.9897,0.5709,0.96093,0.977,0.96481,0.98038,0.68074,1.34461,0.5333,0.9822,0.008251,0.008251,0.008251
55,7562.94,0.98453,0.56042,0.9545,0.9794,0.96979,0.98159,0.68069,1.31707,0.52034,0.97338,0.008218,0.008218,0.008218
56,7700,0.98325,0.56019,0.95385,0.97307,0.96674,0.98276,0.69129,1.311,0.51869,0.97412,0.008185,0.008185,0.008185
57,7837.29,0.98624,0.55797,0.95398,0.97701,0.96573,0.9805,0.687,1.32,0.52039,0.9743,0.008152,0.008152,0.008152
58,7974.54,0.96988,0.54433,0.94774,0.97353,0.9639,0.98031,0.68923,1.33064,0.5311,0.97962,0.008119,0.008119,0.008119
59,8111.77,0.96879,0.5517,0.95412,0.97236,0.96496,0.97688,0.67134,1.36787,0.531,0.98528,0.008086,0.008086,0.008086
60,8249.07,0.9762,0.55018,0.95283,0.97495,0.97046,0.97855,0.68809,1.31818,0.52736,0.96974,0.008053,0.008053,0.008053
61,8386.16,0.96844,0.54398,0.94842,0.977,0.96692,0.97909,0.68989,1.31987,0.52178,0.97267,0.00802,0.00802,0.00802
62,8523.31,0.96668,0.54339,0.95426,0.9773,0.9675,0.98111,0.69121,1.31705,0.52261,0.97738,0.007987,0.007987,0.007987
63,8660.55,0.9543,0.53569,0.94582,0.97875,0.96786,0.97948,0.68124,1.33061,0.53158,0.9771,0.007954,0.007954,0.007954
64,8797.7,0.95644,0.53934,0.94731,0.97463,0.96803,0.97961,0.68648,1.34235,0.52428,0.97801,0.007921,0.007921,0.007921
65,8934.75,0.94257,0.53018,0.94172,0.98027,0.96986,0.98064,0.68881,1.33928,0.51185,0.98125,0.007888,0.007888,0.007888
66,9071.82,0.95775,0.53792,0.9498,0.97832,0.96728,0.98021,0.68311,1.32026,0.52262,0.9736,0.007855,0.007855,0.007855
67,9208.92,0.94722,0.53064,0.94476,0.97633,0.96594,0.97743,0.68875,1.30618,0.5199,0.96858,0.007822,0.007822,0.007822
68,9346.2,0.94621,0.53131,0.94218,0.97528,0.96754,0.97728,0.68881,1.31184,0.52446,0.97072,0.007789,0.007789,0.007789
69,9483.33,0.94561,0.52538,0.94258,0.9815,0.97153,0.97859,0.6907,1.2988,0.51206,0.96619,0.007756,0.007756,0.007756
70,9620.51,0.94122,0.51848,0.93756,0.97922,0.96868,0.97811,0.69113,1.2972,0.5072,0.96519,0.007723,0.007723,0.007723
71,9757.69,0.92598,0.52121,0.93314,0.97876,0.97203,0.97983,0.69355,1.29798,0.526,0.96551,0.00769,0.00769,0.00769
72,9894.71,0.94075,0.51675,0.93985,0.97972,0.97026,0.98181,0.69677,1.30255,0.52631,0.96258,0.007657,0.007657,0.007657
73,10031.8,0.92854,0.51511,0.93519,0.97997,0.96849,0.98022,0.68914,1.30324,0.53473,0.96445,0.007624,0.007624,0.007624
74,10169.1,0.92595,0.51465,0.93531,0.9762,0.96801,0.9791,0.69563,1.31011,0.51217,0.96705,0.007591,0.007591,0.007591
75,10306.2,0.93165,0.50912,0.93516,0.97794,0.9669,0.97785,0.69666,1.30439,0.50456,0.96593,0.007558,0.007558,0.007558
76,10443.4,0.9195,0.51339,0.93557,0.97869,0.96888,0.97881,0.69932,1.30847,0.50814,0.96821,0.007525,0.007525,0.007525
77,10580.5,0.91701,0.50791,0.93299,0.97807,0.9719,0.98037,0.69754,1.30969,0.51128,0.96708,0.007492,0.007492,0.007492
78,10717.8,0.91536,0.50992,0.93594,0.98149,0.96801,0.97996,0.69712,1.30863,0.50449,0.96727,0.007459,0.007459,0.007459
79,10855.1,0.91484,0.50799,0.93185,0.97967,0.9713,0.98087,0.69803,1.32004,0.50707,0.97539,0.007426,0.007426,0.007426
80,10992.3,0.90706,0.50526,0.93383,0.97486,0.96897,0.98007,0.69369,1.32745,0.50235,0.97361,0.007393,0.007393,0.007393
81,11129.4,0.90616,0.49798,0.93053,0.97802,0.96891,0.98037,0.69665,1.31297,0.49628,0.96964,0.00736,0.00736,0.00736
82,11266.6,0.89721,0.49668,0.92793,0.97725,0.97062,0.98012,0.69569,1.31622,0.49549,0.96984,0.007327,0.007327,0.007327
83,11403.6,0.90811,0.5001,0.93192,0.97911,0.96994,0.98015,0.69917,1.30612,0.50066,0.96591,0.007294,0.007294,0.007294
84,11540.7,0.90641,0.49405,0.92809,0.97789,0.96879,0.98017,0.69902,1.31255,0.49814,0.96801,0.007261,0.007261,0.007261
85,11678,0.91363,0.49709,0.93607,0.97661,0.9685,0.97918,0.69951,1.31365,0.49894,0.9685,0.007228,0.007228,0.007228
86,11815.1,0.89704,0.49455,0.9294,0.97934,0.96707,0.98045,0.70168,1.30908,0.4876,0.9674,0.007195,0.007195,0.007195
87,11952.5,0.89848,0.49047,0.92703,0.97746,0.97003,0.97966,0.70558,1.30401,0.4922,0.96481,0.007162,0.007162,0.007162
88,12089.7,0.90053,0.49285,0.92824,0.97543,0.97103,0.97866,0.6983,1.31898,0.4934,0.96933,0.007129,0.007129,0.007129
89,12226.8,0.89092,0.48284,0.92796,0.97778,0.97062,0.97874,0.69662,1.31824,0.49843,0.97294,0.007096,0.007096,0.007096
90,12363.9,0.90323,0.48304,0.92557,0.97373,0.96953,0.97941,0.69941,1.32028,0.49091,0.97262,0.007063,0.007063,0.007063
91,12501,0.89825,0.48252,0.92663,0.97356,0.96774,0.97818,0.7004,1.3192,0.49846,0.97285,0.00703,0.00703,0.00703
92,12638.1,0.88155,0.48146,0.92089,0.97612,0.96962,0.97755,0.69678,1.31591,0.49858,0.97246,0.006997,0.006997,0.006997
93,12775.2,0.87567,0.47287,0.92174,0.97945,0.97017,0.97828,0.6977,1.31863,0.49704,0.97192,0.006964,0.006964,0.006964
94,12912.5,0.88345,0.48115,0.92333,0.97657,0.9706,0.97714,0.70086,1.31894,0.49273,0.97386,0.006931,0.006931,0.006931
95,13049.9,0.88827,0.48371,0.92231,0.97693,0.96912,0.9781,0.70233,1.32176,0.48601,0.97239,0.006898,0.006898,0.006898
96,13187,0.88549,0.48607,0.92084,0.97799,0.97105,0.97784,0.70125,1.31489,0.49603,0.96906,0.006865,0.006865,0.006865
97,13324.2,0.88234,0.48012,0.92248,0.97662,0.97132,0.97641,0.69879,1.31673,0.49536,0.96997,0.006832,0.006832,0.006832
98,13461.4,0.86972,0.47367,0.91857,0.97294,0.96922,0.97598,0.7021,1.3151,0.49749,0.97112,0.006799,0.006799,0.006799
99,13598.5,0.86589,0.46471,0.91645,0.97533,0.96976,0.97716,0.70617,1.30113,0.48218,0.96844,0.006766,0.006766,0.006766
100,13735.7,0.87947,0.47748,0.92137,0.97472,0.97157,0.9778,0.70808,1.30021,0.47813,0.96687,0.006733,0.006733,0.006733
101,13872.9,0.86462,0.46725,0.91736,0.97692,0.97255,0.97878,0.70797,1.29446,0.4791,0.96494,0.0067,0.0067,0.0067
102,14010.1,0.85852,0.46243,0.91228,0.97622,0.97353,0.97783,0.70625,1.29869,0.48126,0.9663,0.006667,0.006667,0.006667
103,14147.2,0.8689,0.46265,0.91684,0.979,0.97325,0.97828,0.70532,1.30217,0.48143,0.96765,0.006634,0.006634,0.006634
104,14284.4,0.86599,0.46458,0.91555,0.97856,0.97353,0.979,0.70801,1.29435,0.48039,0.9662,0.006601,0.006601,0.006601
105,14421.5,0.86883,0.46431,0.91748,0.97827,0.97249,0.97735,0.70568,1.29916,0.48232,0.96689,0.006568,0.006568,0.006568
106,14558.7,0.86698,0.45861,0.91292,0.97759,0.97269,0.97695,0.70493,1.30022,0.48288,0.96803,0.006535,0.006535,0.006535
107,14695.9,0.8551,0.45512,0.91389,0.97866,0.97013,0.97662,0.70449,1.30454,0.48333,0.97004,0.006502,0.006502,0.006502
108,14833,0.84866,0.45439,0.90938,0.97711,0.97132,0.97661,0.70427,1.30462,0.48374,0.9699,0.006469,0.006469,0.006469
109,14970.1,0.84707,0.46111,0.91431,0.97746,0.97284,0.97671,0.70465,1.3048,0.48357,0.97122,0.006436,0.006436,0.006436
110,15107.3,0.84966,0.454,0.91378,0.97724,0.97277,0.97621,0.70533,1.29666,0.47973,0.96887,0.006403,0.006403,0.006403
111,15244.6,0.85639,0.46142,0.91748,0.97728,0.97467,0.97706,0.70571,1.30296,0.47825,0.97174,0.00637,0.00637,0.00637
112,15381.7,0.86185,0.45898,0.91691,0.97573,0.97436,0.97716,0.7049,1.30362,0.47996,0.97136,0.006337,0.006337,0.006337
113,15518.9,0.84833,0.45587,0.91496,0.9756,0.97447,0.97621,0.70573,1.3039,0.48221,0.97012,0.006304,0.006304,0.006304
114,15656.1,0.84424,0.45072,0.91244,0.97582,0.97208,0.97711,0.70605,1.30483,0.48362,0.96999,0.006271,0.006271,0.006271
115,15793.2,0.84803,0.45653,0.91237,0.97728,0.97118,0.97657,0.7073,1.30894,0.4811,0.9714,0.006238,0.006238,0.006238
116,15930.4,0.84114,0.44704,0.90974,0.97686,0.97214,0.97706,0.70735,1.31351,0.48179,0.97214,0.006205,0.006205,0.006205
117,16067.6,0.83353,0.45227,0.90706,0.97741,0.97251,0.97761,0.70811,1.30756,0.47904,0.97041,0.006172,0.006172,0.006172
118,16204.8,0.83289,0.44801,0.90649,0.97851,0.97173,0.97708,0.7086,1.30889,0.47821,0.97044,0.006139,0.006139,0.006139
119,16342,0.83666,0.44889,0.90955,0.98034,0.97269,0.9774,0.70799,1.30478,0.47583,0.96939,0.006106,0.006106,0.006106
120,16479.1,0.83391,0.44386,0.90351,0.97957,0.97296,0.9777,0.70829,1.30637,0.47523,0.96982,0.006073,0.006073,0.006073
121,16616.2,0.82833,0.44456,0.90446,0.9775,0.97216,0.977,0.70779,1.30765,0.47217,0.97031,0.00604,0.00604,0.00604
122,16753.3,0.8337,0.44327,0.9089,0.97594,0.97303,0.97657,0.70767,1.30389,0.47266,0.96881,0.006007,0.006007,0.006007
123,16890.6,0.83754,0.44943,0.91363,0.97753,0.97138,0.97611,0.70658,1.29914,0.47222,0.96797,0.005974,0.005974,0.005974
124,17027.7,0.82,0.44022,0.90491,0.97843,0.97228,0.97599,0.70737,1.29968,0.47233,0.96844,0.005941,0.005941,0.005941
125,17164.9,0.82443,0.43844,0.90713,0.97889,0.97157,0.97632,0.70731,1.298,0.47341,0.96805,0.005908,0.005908,0.005908
126,17302.1,0.82169,0.44282,0.90601,0.98139,0.97256,0.97637,0.70922,1.2965,0.47249,0.96782,0.005875,0.005875,0.005875
127,17439.2,0.81498,0.43631,0.90362,0.98012,0.97281,0.97692,0.70736,1.29829,0.47421,0.96836,0.005842,0.005842,0.005842
128,17576.6,0.82472,0.44287,0.90665,0.97846,0.97188,0.97595,0.70639,1.2973,0.47407,0.96805,0.005809,0.005809,0.005809
129,17713.7,0.81033,0.42683,0.90007,0.97748,0.9712,0.97576,0.70828,1.29728,0.4738,0.9682,0.005776,0.005776,0.005776
130,17851,0.82945,0.43972,0.90107,0.97723,0.97132,0.97561,0.70629,1.29254,0.47505,0.9662,0.005743,0.005743,0.005743
131,17988.6,0.81234,0.4338,0.90122,0.97699,0.9713,0.97547,0.70758,1.29282,0.4762,0.96614,0.00571,0.00571,0.00571
132,18125.8,0.81078,0.43455,0.90372,0.97589,0.97119,0.97589,0.70773,1.29757,0.47803,0.96748,0.005677,0.005677,0.005677
133,18263.1,0.82255,0.43371,0.90513,0.9755,0.96979,0.97512,0.70768,1.29655,0.47829,0.9676,0.005644,0.005644,0.005644
134,18400.4,0.80309,0.42588,0.8989,0.97677,0.96973,0.9757,0.70958,1.29834,0.475,0.9676,0.005611,0.005611,0.005611
135,18537.7,0.79768,0.42418,0.89318,0.97607,0.9695,0.97509,0.70936,1.29961,0.47417,0.96779,0.005578,0.005578,0.005578
136,18675,0.80611,0.4341,0.89875,0.97773,0.97036,0.97672,0.70949,1.29839,0.47207,0.96739,0.005545,0.005545,0.005545
137,18812.3,0.81019,0.42706,0.90083,0.97801,0.97064,0.97661,0.70856,1.29491,0.47187,0.96619,0.005512,0.005512,0.005512
138,18949.9,0.80945,0.429,0.90077,0.97803,0.97064,0.97616,0.70869,1.30012,0.4717,0.9679,0.005479,0.005479,0.005479
139,19087.2,0.80481,0.42434,0.89885,0.97831,0.97086,0.97643,0.70837,1.30092,0.47095,0.96793,0.005446,0.005446,0.005446
140,19224.6,0.79585,0.42278,0.89893,0.97789,0.97036,0.97622,0.70891,1.30203,0.46851,0.96834,0.005413,0.005413,0.005413
141,19362.3,0.80628,0.42519,0.8987,0.97803,0.97044,0.97624,0.70927,1.30187,0.46813,0.96845,0.00538,0.00538,0.00538
142,19500.2,0.79574,0.41848,0.89728,0.97698,0.97096,0.97668,0.71018,1.29616,0.47016,0.96655,0.005347,0.005347,0.005347
143,19637.8,0.80052,0.42034,0.8969,0.97628,0.9704,0.97613,0.71002,1.29646,0.47116,0.96708,0.005314,0.005314,0.005314
144,19775.5,0.79632,0.41772,0.8953,0.97715,0.97023,0.97621,0.71085,1.30013,0.47014,0.96867,0.005281,0.005281,0.005281
145,19913.1,0.80285,0.41988,0.89856,0.97764,0.97037,0.976,0.71045,1.30344,0.47009,0.96995,0.005248,0.005248,0.005248
146,20050.4,0.78955,0.41498,0.89255,0.97725,0.97031,0.97588,0.71043,1.3027,0.47001,0.96963,0.005215,0.005215,0.005215
147,20187.8,0.79211,0.417,0.89586,0.97679,0.97009,0.97581,0.70931,1.30097,0.47115,0.96913,0.005182,0.005182,0.005182
148,20325.1,0.79941,0.42135,0.89409,0.97796,0.97143,0.9762,0.70842,1.30332,0.47192,0.97006,0.005149,0.005149,0.005149
149,20462.5,0.77937,0.40898,0.89127,0.97747,0.97048,0.97584,0.70845,1.30608,0.47095,0.9713,0.005116,0.005116,0.005116
150,20600,0.78523,0.41424,0.89412,0.97726,0.97036,0.97581,0.70762,1.30489,0.47132,0.97116,0.005083,0.005083,0.005083
151,20737.7,0.77776,0.41053,0.89272,0.97575,0.96993,0.9734,0.70773,1.30586,0.47131,0.97165,0.00505,0.00505,0.00505
152,20875.4,0.78513,0.41202,0.8922,0.97615,0.97206,0.97537,0.70808,1.30497,0.47101,0.97104,0.005017,0.005017,0.005017
153,21012.7,0.77497,0.4074,0.88931,0.9761,0.97199,0.97537,0.70847,1.30564,0.47164,0.97186,0.004984,0.004984,0.004984
154,21150.7,0.77558,0.41,0.89774,0.97592,0.97212,0.97553,0.70982,1.30726,0.47151,0.97262,0.004951,0.004951,0.004951
155,21288.4,0.77625,0.40501,0.88883,0.97628,0.97216,0.97552,0.71052,1.30299,0.46971,0.9714,0.004918,0.004918,0.004918
156,21425.8,0.7755,0.4127,0.89346,0.97524,0.97129,0.97355,0.70972,1.30531,0.46972,0.97207,0.004885,0.004885,0.004885
157,21563.2,0.7684,0.40735,0.89061,0.97604,0.97045,0.97338,0.70958,1.30075,0.46971,0.97054,0.004852,0.004852,0.004852
158,21700.8,0.77668,0.40795,0.88901,0.9761,0.97036,0.97335,0.70937,1.3028,0.47074,0.97132,0.004819,0.004819,0.004819
159,21838.4,0.76186,0.4034,0.88915,0.97618,0.97055,0.97333,0.70871,1.30322,0.47044,0.97139,0.004786,0.004786,0.004786
160,21975.9,0.76575,0.40523,0.89495,0.97614,0.97057,0.97342,0.70913,1.3022,0.46976,0.97092,0.004753,0.004753,0.004753
161,22113.5,0.77276,0.40634,0.88842,0.97631,0.97092,0.97356,0.70858,1.3037,0.46971,0.97138,0.00472,0.00472,0.00472
162,22251.2,0.75846,0.39971,0.88921,0.97682,0.97099,0.97338,0.70813,1.30369,0.46916,0.97188,0.004687,0.004687,0.004687
163,22388.5,0.77436,0.40246,0.88597,0.97714,0.97177,0.97341,0.70762,1.30452,0.46765,0.97218,0.004654,0.004654,0.004654
164,22526.2,0.76231,0.39904,0.88774,0.9771,0.97183,0.97327,0.70836,1.30345,0.46845,0.97164,0.004621,0.004621,0.004621
165,22663.8,0.76168,0.40073,0.88943,0.97691,0.9719,0.97317,0.70834,1.30449,0.46799,0.9718,0.004588,0.004588,0.004588
166,22801.4,0.7516,0.39422,0.88534,0.97692,0.97178,0.97301,0.70814,1.30476,0.46851,0.97192,0.004555,0.004555,0.004555
167,22939,0.74797,0.39507,0.88475,0.97691,0.97167,0.97297,0.70809,1.30356,0.46835,0.97167,0.004522,0.004522,0.004522
168,23076.5,0.75128,0.39692,0.88383,0.97692,0.97163,0.97301,0.7086,1.30439,0.46829,0.97177,0.004489,0.004489,0.004489
169,23213.7,0.7553,0.39262,0.88212,0.97593,0.97071,0.97327,0.70842,1.30496,0.46781,0.97185,0.004456,0.004456,0.004456
170,23351.3,0.74888,0.39653,0.88532,0.97605,0.97088,0.97357,0.70874,1.30575,0.46871,0.97205,0.004423,0.004423,0.004423
171,23488.6,0.7522,0.38946,0.88103,0.97633,0.97115,0.97364,0.70837,1.30584,0.46836,0.97222,0.00439,0.00439,0.00439
172,23626,0.74996,0.39459,0.88156,0.97797,0.97287,0.97554,0.70859,1.30688,0.46892,0.97249,0.004357,0.004357,0.004357
173,23763.4,0.73955,0.39278,0.88394,0.97729,0.97211,0.97567,0.70842,1.30758,0.46774,0.97302,0.004324,0.004324,0.004324
174,23901.2,0.74312,0.39475,0.88169,0.97729,0.97222,0.97557,0.70832,1.3069,0.46813,0.97266,0.004291,0.004291,0.004291
175,24038.4,0.75081,0.39288,0.88447,0.97686,0.97176,0.97555,0.70861,1.30688,0.46829,0.97254,0.004258,0.004258,0.004258
176,24175.7,0.74204,0.39173,0.88393,0.97691,0.97164,0.97571,0.70826,1.30685,0.46764,0.9724,0.004225,0.004225,0.004225
177,24313.1,0.74507,0.38908,0.88486,0.97707,0.97185,0.97572,0.70865,1.30621,0.46758,0.9724,0.004192,0.004192,0.004192
178,24450.8,0.73594,0.38742,0.87832,0.97706,0.9718,0.97581,0.70812,1.30675,0.46725,0.97241,0.004159,0.004159,0.004159
179,24588.4,0.73685,0.38602,0.87793,0.97708,0.97172,0.97576,0.70849,1.30667,0.46671,0.97247,0.004126,0.004126,0.004126
180,24725.8,0.73807,0.38761,0.88028,0.9771,0.97164,0.97586,0.70904,1.30671,0.46683,0.97267,0.004093,0.004093,0.004093
181,24863.2,0.74118,0.38651,0.88105,0.97712,0.9715,0.97596,0.70921,1.30745,0.46706,0.97285,0.00406,0.00406,0.00406
182,25000.5,0.73918,0.38444,0.88224,0.97735,0.97147,0.97615,0.70884,1.30784,0.46661,0.97308,0.004027,0.004027,0.004027
183,25138.1,0.72754,0.37995,0.87633,0.97597,0.97024,0.97537,0.70886,1.30844,0.46668,0.97333,0.003994,0.003994,0.003994
184,25275.7,0.73243,0.38669,0.88016,0.97636,0.97051,0.97562,0.70949,1.30843,0.4664,0.97335,0.003961,0.003961,0.003961
185,25413.2,0.7304,0.38081,0.87634,0.97632,0.97051,0.97568,0.70918,1.30798,0.46628,0.97332,0.003928,0.003928,0.003928
186,25550.7,0.72757,0.37804,0.87742,0.97631,0.97051,0.97571,0.70926,1.30811,0.46628,0.97363,0.003895,0.003895,0.003895
187,25688.1,0.72799,0.377,0.87684,0.97604,0.97024,0.9752,0.70918,1.30987,0.4657,0.97423,0.003862,0.003862,0.003862
188,25825.9,0.72244,0.37657,0.87472,0.97602,0.97024,0.97513,0.70879,1.31022,0.46602,0.97439,0.003829,0.003829,0.003829
189,25963.4,0.72411,0.37686,0.87592,0.97609,0.97024,0.97519,0.7085,1.31033,0.46543,0.97447,0.003796,0.003796,0.003796
190,26100.7,0.71728,0.3742,0.87802,0.97611,0.97024,0.97519,0.70778,1.31026,0.46581,0.97468,0.003763,0.003763,0.003763
191,26238.5,0.71982,0.38089,0.87795,0.97601,0.97024,0.97519,0.70794,1.31112,0.46549,0.97489,0.00373,0.00373,0.00373
